MUNICIPIO_CLEAN,UF,MUNICIPIO,QUANTIDADE_EMPREGOS,QUANTIDADE_ ESTABELECIMENTOS,QUANTIDADE_VISITAS_ESTIMADAS_ NACIONAL,QUANTIDADE_VISITAS_ESTIMADAS_ INTERNACIONAL,ARRECADACAO,NUM_UCS,BIOMAS_UCS,TOTAL_VISITANTES,Municipio_Clean,NUM_FOCOS,INTENSIDADE_MEDIA,INTENSIDADE_TOTAL,ANO_MIN,ANO_MAX,ESTADO_QUEIMADA,BIOMAS_QUEIMADA,CATEGORIA_UCS,LATITUDE_MUNICIPIO,LONGITUDE_MUNICIPIO,FOCOS_RAIO_100KM,DISTANCIA_MEDIA_FOCOS_KM,DISTANCIA_MIN_FOCO_KM,MUNICIPIOS_PROXIMOS_COM_FOCOS,BIOMAS_PROXIMOS,Município_Clean_x,NUM_UCS_PROTECAO_INTEGRAL,NUM_UCS_USO_SUSTENTAVEL,Município_Clean_y,CATEGORIA_UC_DETALHADA,PERC_UCS_PROTECAO_INTEGRAL,PERC_UCS_USO_SUSTENTAVEL,TEM_UC_PROTECAO_INTEGRAL,TEM_UC_USO_SUSTENTAVEL,CATEGORIA_PROXIMIDADE
sao jose do norte,RS,São José do Norte,2,3,0,366,0,1,Área Marinha,366,sao jose do norte,8.0,70.16,561.3,2015.0,2018.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,sao jose do norte,1,0,sao jose do norte,Refúgio de Vida Silvestre,100.0,0.0,1,0,Muito_Distante
sao jose dos campos,SP,São José dos Campos,697,59,295005,25942,8397833,7,Mata Atlântica,320947,sao jose dos campos,41.0,16.87,691.5,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,sao jose dos campos,0,7,sao jose dos campos,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
sao jose dos pinhais,PR,São José dos Pinhais,199,20,17209,361,3605830,3,Mata Atlântica,17570,sao jose dos pinhais,40.0,15.94,637.7,2015.0,2019.0,PARANÁ,Mata Atlântica,3-5 UCs,-25.549,-49.22,20.0,60.20449406090278,60.20449406090278,1.0,Mata Atlântica,sao jose dos pinhais,0,3,sao jose dos pinhais,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
sao leopoldo,RS,São Leopoldo,120,11,122661,3536,3340091,1,Mata Atlântica,126197,sao leopoldo,4.0,7.6,30.4,2018.0,2019.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,sao leopoldo,0,1,sao leopoldo,Parque,0.0,100.0,0,1,Muito_Distante
sao lourenco da mata,PE,São Lourenço da Mata,12,2,14505,414,0,6,Mata Atlântica,14919,sao lourenco da mata,27.0,32.92,888.9,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,6+ UCs,,,,,,,,sao lourenco da mata,5,1,sao lourenco da mata,"Área de Proteção Ambiental, Refúgio de Vida Silvestre",83.3,16.7,1,1,Muito_Distante
sao lourenco do sul,RS,São Lourenço do Sul,53,11,118687,2481,281558,1,Pampa,121168,sao lourenco do sul,39.0,12.78,498.5,2015.0,2019.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,sao lourenco do sul,0,1,sao lourenco do sul,Parque,0.0,100.0,0,1,Muito_Distante
sao luis,MA,São Luís,1322,95,1455665,35971,12671548,8,"Amazônia, Cerrado",1491636,sao luis,37.0,20.85,771.4,2015.0,2019.0,MARANHÃO,Amazônia,6+ UCs,-2.605,-44.259,60.0,76.26659733644658,74.22825387145869,3.0,Amazônia,sao luis,0,8,sao luis,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
sao luiz gonzaga,RS,São Luiz Gonzaga,24,6,26480,0,0,1,Pampa,26480,sao luiz gonzaga,18.0,11.48,206.7,2015.0,2019.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,sao luiz gonzaga,0,1,sao luiz gonzaga,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sao manuel,SP,São Manuel,12,3,0,112,0,2,"Mata Atlântica, Cerrado",112,sao manuel,14.0,20.02,280.3,2016.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",2 UCs,,,,,,,,sao manuel,0,2,sao manuel,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
sao martinho,SC,São Martinho,4,2,0,410,0,1,Mata Atlântica,410,sao martinho,20.0,12.33,246.6,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,sao martinho,0,1,sao martinho,Parque,0.0,100.0,0,1,Muito_Distante
sao miguel arcanjo,SP,São Miguel Arcanjo,7,2,0,555,0,2,Mata Atlântica,555,sao miguel arcanjo,22.0,14.12,310.6,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,sao miguel arcanjo,0,2,sao miguel arcanjo,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
sao miguel do araguaia,GO,São Miguel do Araguaia,28,10,45201,438,497079,3,Cerrado,45639,sao miguel do araguaia,365.0,58.71,21430.5,2015.0,2019.0,GOIÁS,Cerrado,3-5 UCs,-13.094857142857142,-50.42657142857143,160.0,67.22940392782849,27.505975610404043,4.0,Cerrado,sao miguel do araguaia,0,3,sao miguel do araguaia,"Área de Proteção Ambiental, Parque, Floresta",0.0,100.0,0,1,Moderado
sao miguel do iguacu,PR,São Miguel do Iguaçu,15,5,25492,3409,0,1,Mata Atlântica,28901,sao miguel do iguacu,9.0,17.44,157.0,2015.0,2019.0,PARANÁ,Mata Atlântica,1 UC,,,,,,,,sao miguel do iguacu,0,1,sao miguel do iguacu,Parque,0.0,100.0,0,1,Muito_Distante
sao miguel dos milagres,AL,São Miguel dos Milagres,147,15,15449,1248,1616566,1,Área Marinha,16697,sao miguel dos milagres,6.0,18.85,113.1,2016.0,2019.0,ALAGOAS,Mata Atlântica,1 UC,,,,,,,,sao miguel dos milagres,0,1,sao miguel dos milagres,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
sao paulo,SP,São Paulo,13739,785,13478628,1208735,473309164,18,Mata Atlântica,14687363,sao paulo,26.0,12.92,335.9,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,-23.427,-46.779,60.0,65.50234007409325,38.911420480148216,3.0,Mata Atlântica,sao paulo,0,18,sao paulo,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
sao pedro,SP,São Pedro,302,14,17143,1996,1684237,3,"Mata Atlântica, Cerrado",19139,sao pedro,29.0,21.01,609.3,2015.0,2019.0,SÃO PAULO,"Cerrado, Caatinga",3-5 UCs,,,,,,,,sao pedro,0,3,sao pedro,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
sao pedro da aldeia,RJ,São Pedro da Aldeia,51,11,87691,1016,486931,3,Mata Atlântica,88707,sao pedro da aldeia,26.0,16.91,439.6,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,,,,,,,,sao pedro da aldeia,0,3,sao pedro da aldeia,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
sao raimundo nonato,PI,São Raimundo Nonato,36,6,43251,607,0,2,Caatinga,43858,sao raimundo nonato,228.0,74.73,17037.8,2015.0,2019.0,PIAUÍ,Caatinga,2 UCs,-8.942333333333334,-42.82683333333333,40.0,22.68245786752041,17.699535708379493,2.0,Caatinga,sao raimundo nonato,1,1,sao raimundo nonato,"Parque, Estação Ecológica",50.0,50.0,1,1,Próximo
sao roque,SP,São Roque,280,16,57339,2370,3730859,2,Mata Atlântica,59709,sao roque,37.0,17.69,654.7,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,-23.638,-47.088,60.0,70.72281030803568,42.26707230369732,3.0,Mata Atlântica,sao roque,0,2,sao roque,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Moderado
sao roque de minas,MG,São Roque de Minas,14,3,4510,562,0,3,Cerrado,5072,sao roque de minas,195.0,83.82,16345.8,2015.0,2019.0,MINAS GERAIS,Cerrado,3-5 UCs,-20.145,-46.46633333333333,20.0,66.18170909080345,66.18170909080345,1.0,Cerrado,sao roque de minas,0,3,sao roque de minas,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Distante
sao sebastiao,SP,São Sebastião,1667,157,459996,18668,20690846,8,"Área Marinha, Mata Atlântica",478664,sao sebastiao,16.0,25.29,404.6,2016.0,2019.0,ALAGOAS,Mata Atlântica,6+ UCs,,,,,,,,sao sebastiao,2,6,sao sebastiao,"Estação Ecológica, Reserva Particular do Patrimônio Natural, Refúgio de Vida Silvestre, Parque, Área de Proteção Ambiental, Área de Relevante Interesse Ecológico",25.0,75.0,1,1,Muito_Distante
sao simao,GO,São Simão,64,7,13228,505,147877,1,Cerrado,13733,sao simao,122.0,125.18,15271.8,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",1 UC,-19.5178,-50.0402,40.0,84.21386147765381,81.07233263566809,2.0,Mata Atlântica,sao simao,1,0,sao simao,Estação Ecológica,100.0,0.0,1,0,Distante
sao thome das letras,MG,São Thomé das Letras,33,14,57376,1192,178819,3,Mata Atlântica,58568,sao thome das letras,4.0,18.68,74.7,2016.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,,,,,,,,sao thome das letras,0,3,sao thome das letras,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sao vicente,SP,São Vicente,264,20,192893,4371,2549404,3,"Mata Atlântica, Área Marinha",197264,sao vicente,4.0,33.62,134.5,2015.0,2019.0,SÃO PAULO,"Mata Atlântica, Caatinga",3-5 UCs,,,,,,,,sao vicente,0,3,sao vicente,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
sapiranga,RS,Sapiranga,23,4,24956,773,0,1,Mata Atlântica,25729,sapiranga,39.0,12.36,482.1,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,1 UC,,,,,,,,sapiranga,0,1,sapiranga,Área de Relevante Interesse Ecológico,0.0,100.0,0,1,Muito_Distante
sapucai-mirim,MG,Sapucaí-Mirim,7,2,18079,0,0,1,Mata Atlântica,18079,sapucai-mirim,2.0,26.75,53.5,2018.0,2018.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,sapucai-mirim,0,1,sapucai-mirim,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
sapucaia,RJ,Sapucaia,20,5,0,207,0,1,Mata Atlântica,207,sapucaia,190.0,90.91,17273.1,2015.0,2019.0,RIO DE JANEIRO,"Mata Atlântica, Amazônia",1 UC,-9.272499999999999,-48.48066666666667,140.0,67.8506124286677,13.082411843374937,7.0,Cerrado,sapucaia,0,1,sapucaia,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Próximo
saquarema,RJ,Saquarema,92,25,178115,3231,1030468,7,Mata Atlântica,181346,saquarema,54.0,19.18,1035.5,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.868,-42.607,40.0,63.31266098129844,59.37613545340781,2.0,Mata Atlântica,saquarema,0,7,saquarema,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque, Área de Relevante Interesse Ecológico",0.0,100.0,0,1,Distante
sarandi,RS,Sarandi,16,6,41241,276,0,1,Mata Atlântica,41517,sarandi,9.0,10.79,97.1,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,1 UC,,,,,,,,sarandi,0,1,sarandi,Parque,0.0,100.0,0,1,Muito_Distante
saubara,BA,Saubara,3,1,132714,0,0,1,Mata Atlântica,132714,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,saubara,0,1,saubara,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
schroeder,SC,Schroeder,0,1,8042,0,0,1,Mata Atlântica,8042,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,schroeder,0,1,schroeder,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
seabra,BA,Seabra,41,14,2345,46,372065,1,Caatinga,2391,seabra,102.0,45.86,4677.7,2015.0,2019.0,BAHIA,Caatinga,1 UC,-12.474499999999999,-42.0895,20.0,92.6911740898804,92.6911740898804,1.0,Caatinga,seabra,0,1,seabra,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
sena madureira,AC,Sena Madureira,16,4,3182,0,0,7,Amazônia,3182,sena madureira,4190.0,38.3,160459.6,2015.0,2019.0,ACRE,Amazônia,6+ UCs,-9.512617977528091,-68.90024719101125,160.0,55.39182025690985,20.837151599100956,4.0,Amazônia,sena madureira,1,6,sena madureira,"Estação Ecológica, Floresta, Reserva Extrativista, Parque",14.3,85.7,1,1,Próximo
serra,ES,Serra,182,22,87263,1826,4456101,8,"Área Marinha, Mata Atlântica",89089,serra,45.0,22.73,1022.7,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,6+ UCs,,,,,,,,serra,1,7,serra,"Refúgio de Vida Silvestre, Área de Proteção Ambiental, Parque",12.5,87.5,1,1,Muito_Distante
serra do salitre,MG,Serra do Salitre,25,2,7914,112,0,2,Cerrado,8026,serra do salitre,117.0,52.77,6173.8,2015.0,2019.0,MINAS GERAIS,Cerrado,2 UCs,-19.220666666666666,-46.754,40.0,70.84585284793746,66.48995021930963,2.0,Cerrado,serra do salitre,0,2,serra do salitre,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
serra negra,SP,Serra Negra,739,45,167317,978,9423924,2,Mata Atlântica,168295,serra negra,35.0,17.37,608.0,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,serra negra,0,2,serra negra,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
serra talhada,PE,Serra Talhada,126,16,89966,474,342563,1,Caatinga,90440,serra talhada,94.0,46.59,4379.8,2015.0,2019.0,PERNAMBUCO,Caatinga,1 UC,-7.8775,-38.2185,40.0,83.02317205806553,73.62774486946532,2.0,Caatinga,serra talhada,0,1,serra talhada,Parque,0.0,100.0,0,1,Distante
serranopolis,GO,Serranópolis,5,2,14856,0,0,1,Cerrado,14856,serranopolis,124.0,53.62,6648.8,2015.0,2019.0,GOIÁS,Cerrado,1 UC,,,,,,,,serranopolis,0,1,serranopolis,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
serro,MG,Serro,24,9,9820,821,0,3,Cerrado,10641,serro,82.0,29.7,2435.8,2015.0,2019.0,MINAS GERAIS,"Mata Atlântica, Cerrado",3-5 UCs,-18.324,-43.311,20.0,73.97054294310037,73.97054294310037,1.0,Cerrado,serro,1,2,serro,"Parque, Área de Proteção Ambiental, Monumento Natural",33.3,66.7,1,1,Distante
sete lagoas,MG,Sete Lagoas,204,26,112022,3646,1860113,1,Cerrado,115668,sete lagoas,99.0,24.8,2455.6,2015.0,2019.0,MINAS GERAIS,Cerrado,1 UC,-19.435,-44.2408,60.0,45.58088652725268,7.14354095927039,3.0,Cerrado,sete lagoas,1,0,sete lagoas,Monumento Natural,100.0,0.0,1,0,Muito_Próximo
sideropolis,SC,Siderópolis,1,1,0,250,0,1,Mata Atlântica,250,sideropolis,32.0,12.93,413.9,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,sideropolis,1,0,sideropolis,Reserva Biológica,100.0,0.0,1,0,Muito_Distante
silva jardim,RJ,Silva Jardim,1,2,0,245,0,23,Mata Atlântica,245,silva jardim,40.0,19.74,789.6,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.57,-42.255,40.0,49.27953526290739,24.510156121447935,2.0,Mata Atlântica,silva jardim,1,22,silva jardim,"Área de Proteção Ambiental, Reserva Biológica, Reserva Particular do Patrimônio Natural, Parque",4.3,95.7,1,1,Próximo
silvania,GO,Silvânia,7,3,12425,0,0,1,Cerrado,12425,silvania,52.0,36.37,1891.0,2015.0,2019.0,GOIÁS,Cerrado,1 UC,-16.677,-48.304,60.0,80.97539248059722,46.10876203041992,3.0,Cerrado,silvania,0,1,silvania,Floresta,0.0,100.0,0,1,Moderado
simoes filho,BA,Simões Filho,8,2,53174,106,0,4,Mata Atlântica,53280,simoes filho,7.0,17.64,123.5,2015.0,2019.0,BAHIA,Mata Atlântica,3-5 UCs,,,,,,,,simoes filho,0,4,simoes filho,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
simonesia,MG,Simonésia,1,1,21129,0,0,1,Mata Atlântica,21129,simonesia,13.0,15.94,207.2,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,simonesia,0,1,simonesia,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sinimbu,RS,Sinimbu,0,1,0,122,0,1,Mata Atlântica,122,sinimbu,32.0,14.6,467.1,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,1 UC,,,,,,,,sinimbu,0,1,sinimbu,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sinop,MT,Sinop,263,31,264856,706,2496870,2,Amazônia,265562,sinop,576.0,44.72,25761.4,2015.0,2019.0,MATO GROSSO,Amazônia,2 UCs,-11.6799375,-55.531375,120.0,63.84755179027832,33.972017749411215,3.0,Amazônia,sinop,0,2,sinop,Parque,0.0,100.0,0,1,Moderado
sirinhaem,PE,Sirinhaém,2,1,5816,252,0,3,Mata Atlântica,6068,sirinhaem,29.0,22.54,653.7,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,3-5 UCs,,,,,,,,sirinhaem,0,3,sirinhaem,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
sobradinho,BA,Sobradinho,14,4,2444,0,0,6,Caatinga,2444,sobradinho,6.0,13.38,80.3,2016.0,2019.0,BAHIA,"Caatinga, Mata Atlântica",6+ UCs,,,,,,,,sobradinho,0,3,sobradinho,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
sobral,CE,Sobral,112,13,246103,1137,365839,2,Caatinga,247240,sobral,337.0,44.73,15074.7,2015.0,2019.0,CEARÁ,Caatinga,2 UCs,-3.835090909090909,-40.22636363636364,180.0,75.49537345009963,11.072406514287357,8.0,Caatinga,sobral,0,2,sobral,"Floresta, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
socorro,SP,Socorro,295,21,86266,737,2853881,3,Mata Atlântica,87003,socorro,11.0,16.68,183.5,2015.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,socorro,0,3,socorro,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
solanea,PB,Solânea,12,3,12426,0,0,1,Caatinga,12426,solanea,1.0,14.8,14.8,2018.0,2018.0,PARAÍBA,Caatinga,1 UC,,,,,,,,solanea,0,1,solanea,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
soledade de minas,MG,Soledade de Minas,35,2,7914,0,0,1,Mata Atlântica,7914,soledade de minas,19.0,15.56,295.7,2016.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,soledade de minas,0,1,soledade de minas,Parque,0.0,100.0,0,1,Muito_Distante
sorocaba,SP,Sorocaba,699,58,466746,20500,7707018,5,Mata Atlântica,487246,sorocaba,71.0,19.45,1380.9,2015.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,-23.427500000000002,-47.41775,40.0,38.9296108348381,36.52614287985503,2.0,Mata Atlântica,sorocaba,3,2,sorocaba,"Parque, Estação Ecológica",60.0,40.0,1,1,Moderado
sorriso,MT,Sorriso,194,19,79398,1131,1563181,2,Cerrado,80529,sorriso,667.0,61.88,41277.1,2015.0,2019.0,MATO GROSSO,"Cerrado, Amazônia",2 UCs,-12.828714285714286,-55.648785714285715,60.0,87.04950679995278,77.85390489777865,2.0,Amazônia,sorriso,0,2,sorriso,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Distante
soure,PA,Soure,30,6,25952,1854,0,2,Amazônia,27806,soure,218.0,29.32,6392.6,2015.0,2019.0,PARÁ,Amazônia,2 UCs,-0.4231666666666667,-48.719500000000004,40.0,55.2484676484584,19.99638593919391,2.0,Amazônia,soure,0,2,soure,"Reserva Extrativista, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
sousa,PB,Sousa,36,4,68389,0,0,1,Caatinga,68389,sousa,130.0,58.98,7667.2,2015.0,2019.0,PARAÍBA,Caatinga,1 UC,,,,,,,,sousa,1,0,sousa,Monumento Natural,100.0,0.0,1,0,Muito_Distante
suzano,SP,Suzano,27,5,55026,1551,944462,2,Mata Atlântica,56577,suzano,23.0,11.34,260.9,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,suzano,0,2,suzano,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
tamandare,PE,Tamandaré,224,26,395296,3147,2665340,4,"Área Marinha, Mata Atlântica",398443,tamandare,24.0,25.0,600.0,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,3-5 UCs,,,,,,,,tamandare,1,3,tamandare,"Área de Proteção Ambiental, Reserva Biológica, Parque",25.0,75.0,1,1,Muito_Distante
tangua,RJ,Tanguá,3,1,20761,0,0,1,Mata Atlântica,20761,tangua,9.0,12.68,114.1,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,1 UC,,,,,,,,tangua,0,1,tangua,Parque,0.0,100.0,0,1,Muito_Distante
taperoa,PB,Taperoá,2,1,18906,132,0,5,Mata Atlântica,19038,taperoa,44.0,21.52,946.9,2015.0,2019.0,BAHIA,"Mata Atlântica, Caatinga",3-5 UCs,-13.624,-39.331,20.0,45.551724798873835,45.551724798873835,1.0,Mata Atlântica,taperoa,0,5,taperoa,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
tarauaca,AC,Tarauacá,30,8,19114,0,0,6,Amazônia,19114,tarauaca,3439.0,35.04,120504.8,2015.0,2019.0,ACRE,Amazônia,6+ UCs,-8.311870967741935,-71.22135483870969,140.0,69.81606356939166,41.040634283522415,2.0,Amazônia,tarauaca,0,6,tarauaca,"Reserva Extrativista, Floresta",0.0,100.0,0,1,Moderado
taua,CE,Tauá,15,2,53651,0,0,1,Caatinga,53651,taua,67.0,40.61,2721.0,2015.0,2019.0,CEARÁ,Caatinga,1 UC,-6.102,-40.25066666666667,20.0,55.9565926198407,55.9565926198407,1.0,Caatinga,taua,0,1,taua,Área de Relevante Interesse Ecológico,0.0,100.0,0,1,Distante
taubate,SP,Taubaté,325,23,76841,6226,5422443,1,Mata Atlântica,83067,taubate,28.0,19.43,544.1,2015.0,2019.0,SÃO PAULO,Mata Atlântica,1 UC,-23.086333333333332,-45.333666666666666,40.0,48.75410011575903,12.910035890846931,2.0,Mata Atlântica,taubate,0,1,taubate,Parque,0.0,100.0,0,1,Próximo
tavares,RS,Tavares,3,1,2236,0,0,1,Pampa,2236,tavares,22.0,55.52,1221.5,2015.0,2019.0,PARAÍBA,"Caatinga, Pampa",1 UC,,,,,,,,tavares,0,1,tavares,Parque,0.0,100.0,0,1,Muito_Distante
tefe,AM,Tefé,29,6,24109,386,0,3,Amazônia,24495,tefe,1381.0,45.21,62433.3,2015.0,2019.0,AMAZONAS,Amazônia,3-5 UCs,-3.6513448275862066,-64.4913448275862,20.0,91.87212420533731,91.87212420533731,1.0,Amazônia,tefe,0,3,tefe,"Floresta, Reserva de Desenvolvimento Sustentável, Reserva Extrativista",0.0,100.0,0,1,Distante
teixeira soares,PR,Teixeira Soares,2,1,0,140,0,2,Mata Atlântica,140,teixeira soares,62.0,25.36,1572.2,2015.0,2019.0,PARANÁ,Mata Atlântica,2 UCs,-25.292,-50.492,160.0,63.683508189777896,32.02345200775562,6.0,Mata Atlântica,teixeira soares,1,1,teixeira soares,"Floresta, Reserva Biológica",50.0,50.0,1,1,Moderado
teodoro sampaio,SP,Teodoro Sampaio,21,5,13569,182,0,2,Mata Atlântica,13751,teodoro sampaio,50.0,112.11,5605.5,2015.0,2019.0,BAHIA,Mata Atlântica,2 UCs,-22.3515,-52.316,20.0,73.12985456351733,73.12985456351733,1.0,Mata Atlântica,teodoro sampaio,1,1,teodoro sampaio,"Estação Ecológica, Parque",50.0,50.0,1,1,Distante
teofilo otoni,MG,Teófilo Otoni,175,18,74040,1236,1489205,1,Mata Atlântica,75276,teofilo otoni,249.0,35.06,8729.4,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-17.6715,-41.355000000000004,40.0,70.85648694988626,69.56328930610748,2.0,Mata Atlântica,teofilo otoni,0,1,teofilo otoni,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
teresina,PI,Teresina,840,54,1763164,9766,10808020,4,"Cerrado, Caatinga",1772930,teresina,523.0,53.23,27837.1,2015.0,2019.0,PIAUÍ,"Cerrado, Caatinga",3-5 UCs,-5.106363636363636,-42.72109090909091,140.0,79.33184112982573,40.44507599576485,6.0,"Cerrado, Caatinga",teresina,0,4,teresina,"Floresta, Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
teresina de goias,GO,Teresina de Goiás,6,2,0,334,0,2,Cerrado,334,teresina de goias,64.0,32.6,2086.2,2015.0,2019.0,GOIÁS,Cerrado,2 UCs,,,,,,,,teresina de goias,0,2,teresina de goias,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
teresopolis,RJ,Teresópolis,687,43,226279,5499,10231371,13,Mata Atlântica,231778,teresopolis,80.0,30.12,2409.9,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.3335,-42.89,60.0,64.2075450668808,14.402162744212434,3.0,Mata Atlântica,teresopolis,0,13,teresopolis,"Parque, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
terezopolis de goias,GO,Terezópolis de Goiás,21,3,7527,66,0,4,Cerrado,7593,terezopolis de goias,18.0,134.1,2413.8,2016.0,2019.0,GOIÁS,Cerrado,3-5 UCs,,,,,,,,terezopolis de goias,0,4,terezopolis de goias,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
tiangua,CE,Tianguá,63,9,146945,261,352366,3,Caatinga,147206,tiangua,104.0,46.26,4810.9,2015.0,2019.0,CEARÁ,Caatinga,3-5 UCs,-3.776,-41.023,160.0,70.59457183298561,27.620536458611717,8.0,Caatinga,tiangua,0,3,tiangua,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Moderado
tibagi,PR,Tibagi,38,8,12354,149,348812,4,"Mata Atlântica, Cerrado",12503,tibagi,124.0,20.4,2530.2,2015.0,2019.0,PARANÁ,"Mata Atlântica, Cerrado",3-5 UCs,-24.58566666666667,-50.317,120.0,76.76773533719745,53.75684406940408,4.0,Mata Atlântica,tibagi,0,4,tibagi,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Floresta, Parque",0.0,100.0,0,1,Distante
tibau do sul,RN,Tibau do Sul,1043,94,46105,72601,9638275,2,Mata Atlântica,118706,tibau do sul,2.0,109.45,218.9,2018.0,2018.0,RIO GRANDE DO NORTE,Mata Atlântica,2 UCs,,,,,,,,tibau do sul,0,2,tibau do sul,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
