MUNICIPIO_CLEAN,UF,MUNICIPIO,QUANTIDADE_EMPREGOS,QUANTIDADE_ ESTABELECIMENTOS,QUANTIDADE_VISITAS_ESTIMADAS_ NACIONAL,QUANTIDADE_VISITAS_ESTIMADAS_ INTERNACIONAL,ARRECADACAO,NUM_UCS,BIOMAS_UCS,TOTAL_VISITANTES,Municipio_Clean,NUM_FOCOS,INTENSIDADE_MEDIA,INTENSIDADE_TOTAL,ANO_MIN,ANO_MAX,ESTADO_QUEIMADA,BIOMAS_QUEIMADA,CATEGORIA_UCS,LATITUDE_MUNICIPIO,LONGITUDE_MUNICIPIO,FOCOS_RAIO_100KM,DISTANCIA_MEDIA_FOCOS_KM,DISTANCIA_MIN_FOCO_KM,MUNICIPIOS_PROXIMOS_COM_FOCOS,BIOMAS_PROXIMOS,Município_Clean_x,NUM_UCS_PROTECAO_INTEGRAL,NUM_UCS_USO_SUSTENTAVEL,Município_Clean_y,CATEGORIA_UC_DETALHADA,PERC_UCS_PROTECAO_INTEGRAL,PERC_UCS_USO_SUSTENTAVEL,TEM_UC_PROTECAO_INTEGRAL,TEM_UC_USO_SUSTENTAVEL,CATEGORIA_PROXIMIDADE
balneario camboriu,SC,Balneário Camboriú,2411,117,1640662,186983,46332532,2,Mata Atlântica,1827645,balneario camboriu,1.0,7.5,7.5,2016.0,2016.0,SANTA CATARINA,Mata Atlântica,2 UCs,,,,,,,,balneario camboriu,0,2,balneario camboriu,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Muito_Distante
balsas,MA,Balsas,133,15,151181,285,680983,1,Cerrado,151466,balsas,4113.0,53.77,221143.0,2015.0,2019.0,MARANHÃO,Cerrado,1 UC,-8.176772151898735,-46.31559493670886,200.0,68.86958151276878,9.97906241185877,5.0,Cerrado,balsas,0,1,balsas,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Próximo
bananal,SP,Bananal,18,5,43061,130,200876,3,Mata Atlântica,43191,bananal,14.0,18.19,254.7,2016.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,bananal,1,2,bananal,"Reserva Particular do Patrimônio Natural, Estação Ecológica",33.3,66.7,1,1,Muito_Distante
bananeiras,PB,Bananeiras,38,3,16135,0,0,2,Mata Atlântica,16135,bananeiras,14.0,38.1,533.4,2015.0,2019.0,PARAÍBA,Caatinga,2 UCs,-6.686,-35.627,20.0,83.11770346856778,83.11770346856778,1.0,Mata Atlântica,bananeiras,0,2,bananeiras,"Área de Proteção Ambiental, Área de Relevante Interesse Ecológico",0.0,100.0,0,1,Distante
bandeirantes,PR,Bandeirantes,24,4,0,268,0,1,Cerrado,268,bandeirantes,100.0,26.89,2689.0,2015.0,2019.0,MATO GROSSO DO SUL,"Cerrado, Mata Atlântica",1 UC,,,,,,,,bandeirantes,0,1,bandeirantes,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
barao de cocais,MG,Barão de Cocais,40,11,18933,0,276457,1,Mata Atlântica,18933,barao de cocais,22.0,36.5,803.1,2015.0,2019.0,MINAS GERAIS,"Mata Atlântica, Cerrado",1 UC,-19.975,-43.497,60.0,80.26226133146379,56.44079824640385,3.0,"Mata Atlântica, Cerrado",barao de cocais,0,1,barao de cocais,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
barao de melgaco,MT,Barão de Melgaço,23,7,11424,0,0,3,Pantanal,11424,barao de melgaco,2729.0,61.51,167859.8,2015.0,2019.0,MATO GROSSO,Pantanal,3-5 UCs,-16.60955,-56.08735,160.0,56.07728422232421,27.212001924636528,5.0,Pantanal,barao de melgaco,0,3,barao de melgaco,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Moderado
barauna,RN,Baraúna,20,2,29010,66,0,1,Caatinga,29076,barauna,43.0,52.39,2252.7,2015.0,2019.0,RIO GRANDE DO NORTE,Caatinga,1 UC,,,,,,,,barauna,0,1,barauna,Parque,0.0,100.0,0,1,Muito_Distante
barbacena,MG,Barbacena,168,20,59071,879,1076344,1,Mata Atlântica,59950,barbacena,92.0,17.76,1634.2,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,barbacena,1,0,barbacena,Reserva Biológica,100.0,0.0,1,0,Muito_Distante
barbalha,CE,Barbalha,92,8,10682,77,595627,4,Caatinga,10759,barbalha,84.0,42.81,3596.0,2015.0,2019.0,CEARÁ,Caatinga,3-5 UCs,-7.268,-39.269,20.0,61.294093211712315,61.294093211712315,1.0,Caatinga,barbalha,1,3,barbalha,"Área de Proteção Ambiental, Floresta, Reserva Particular do Patrimônio Natural, Monumento Natural",25.0,75.0,1,1,Distante
barcarena,PA,Barcarena,147,9,55785,864,1040839,1,Amazônia,56649,barcarena,307.0,25.41,7800.6,2015.0,2019.0,PARÁ,Amazônia,1 UC,-1.591,-48.6092,140.0,61.24856584465473,45.36493933114075,5.0,Amazônia,barcarena,0,1,barcarena,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
barcelos,AM,Barcelos,3,2,8821,461,0,8,Amazônia,9282,barcelos,784.0,44.3,34732.5,2015.0,2019.0,AMAZONAS,Amazônia,6+ UCs,0.15753846153846154,-63.269615384615385,40.0,59.29287665019804,57.95838117086169,1.0,Amazônia,barcelos,0,8,barcelos,"Floresta, Parque, Reserva Extrativista, Reserva Particular do Patrimônio Natural, Reserva de Desenvolvimento Sustentável",0.0,100.0,0,1,Distante
barra,BA,Barra,3,2,8866,137,0,2,Caatinga,9003,barra,3063.0,118.24,362164.8,2015.0,2019.0,BAHIA,"Cerrado, Caatinga",2 UCs,-11.277337837837837,-43.54559459459459,160.0,54.032519278834215,8.930736754888812,4.0,Cerrado,barra,0,2,barra,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Próximo
barra bonita,SP,Barra Bonita,280,9,24816,39,2603119,1,Mata Atlântica,24855,barra bonita,33.0,22.0,726.0,2015.0,2019.0,SANTA CATARINA,"Mata Atlântica, Cerrado",1 UC,-24.597,-51.0135,160.0,58.968093133379945,39.601530798672584,6.0,Mata Atlântica,barra bonita,0,1,barra bonita,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
barra de sao miguel,AL,Barra de São Miguel,89,11,8936,207,2546565,8,Mata Atlântica,9143,barra de sao miguel,13.0,75.64,983.3,2015.0,2019.0,ALAGOAS,"Mata Atlântica, Caatinga",6+ UCs,,,,,,,,barra de sao miguel,0,8,barra de sao miguel,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
barra do garcas,MT,Barra do Garças,165,22,186456,1080,923591,2,Cerrado,187536,barra do garcas,1868.0,68.96,128808.8,2015.0,2019.0,MATO GROSSO,Cerrado,2 UCs,-15.395935483870968,-52.754548387096776,80.0,39.261758024464726,12.927348579390827,3.0,Cerrado,barra do garcas,0,2,barra do garcas,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
barra do pirai,RJ,Barra do Piraí,293,18,25342,935,801338,5,Mata Atlântica,26277,barra do pirai,38.0,13.93,529.4,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,-22.458,-43.804,40.0,55.29337036355801,23.90608466608853,2.0,Mata Atlântica,barra do pirai,3,2,barra do pirai,"Parque, Monumento Natural, Refúgio de Vida Silvestre, Reserva Particular do Patrimônio Natural",60.0,40.0,1,1,Próximo
barra do turvo,SP,Barra do Turvo,1,1,27578,0,0,8,Mata Atlântica,27578,barra do turvo,57.0,14.9,849.4,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,-24.849,-48.3715,60.0,73.62736621379098,66.307813000608,3.0,Mata Atlântica,barra do turvo,0,8,barra do turvo,"Parque, Reserva de Desenvolvimento Sustentável, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
barra mansa,RJ,Barra Mansa,115,14,24183,656,1554994,11,Mata Atlântica,24839,barra mansa,71.0,18.97,1346.7,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.489333333333335,-44.22166666666667,40.0,74.44822163454313,59.189985075805325,2.0,Mata Atlântica,barra mansa,4,7,barra mansa,"Área de Relevante Interesse Ecológico, Reserva Particular do Patrimônio Natural, Monumento Natural, Refúgio de Vida Silvestre, Área de Proteção Ambiental, Parque",36.4,63.6,1,1,Distante
barracao,PR,Barracão,18,2,10143,258,0,1,Mata Atlântica,10401,barracao,39.0,12.91,503.4,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,1 UC,-27.811,-51.484,60.0,61.068469655229954,0.0,3.0,Mata Atlântica,barracao,0,1,barracao,Parque,0.0,100.0,0,1,
barreiras,BA,Barreiras,292,29,182508,1563,993389,1,Cerrado,184071,barreiras,872.0,96.59,84228.1,2015.0,2019.0,BAHIA,Cerrado,1 UC,-12.1257,-45.2795,120.0,74.84010772165364,29.60515041254459,5.0,Cerrado,barreiras,0,1,barreiras,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
barreirinhas,MA,Barreirinhas,151,27,99015,15456,940417,4,Cerrado,114471,barreirinhas,983.0,33.6,33023.9,2015.0,2019.0,MARANHÃO,Cerrado,3-5 UCs,-2.9326666666666665,-42.89528571428572,240.0,56.19094383826394,12.090814328265022,9.0,"Cerrado, Caatinga",barreirinhas,0,4,barreirinhas,"Parque, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
barreiros,PE,Barreiros,3,2,11284,0,0,2,"Área Marinha, Mata Atlântica",11284,barreiros,34.0,20.24,688.0,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,2 UCs,,,,,,,,barreiros,0,2,barreiros,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
barretos,SP,Barretos,139,28,247044,4744,3032273,1,Mata Atlântica,251788,barretos,141.0,62.72,8843.1,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",1 UC,-20.49325,-48.614,80.0,64.55558824952672,35.984871113554945,4.0,"Mata Atlântica, Cerrado",barretos,0,1,barretos,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
bataypora,MS,Batayporã,8,2,0,115,0,1,Mata Atlântica,115,bataypora,41.0,52.7,2160.5,2015.0,2019.0,MATO GROSSO DO SUL,"Mata Atlântica, Cerrado",1 UC,,,,,,,,bataypora,0,1,bataypora,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
baturite,CE,Baturité,17,4,40133,341,0,2,Caatinga,40474,baturite,74.0,50.23,3717.1,2015.0,2019.0,CEARÁ,Caatinga,2 UCs,-4.4665,-38.864999999999995,40.0,57.302453662177285,46.3496810245775,2.0,Caatinga,baturite,0,2,baturite,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
bauru,SP,Bauru,300,40,681324,11796,4613568,4,"Mata Atlântica, Cerrado",693120,bauru,36.0,30.47,1096.9,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",3-5 UCs,-22.267,-49.046,20.0,90.46361564263356,90.46361564263356,1.0,Cerrado,bauru,2,2,bauru,"Estação Ecológica, Área de Proteção Ambiental, Área de Relevante Interesse Ecológico, Refúgio de Vida Silvestre",50.0,50.0,1,1,Distante
beberibe,CE,Beberibe,256,20,242566,3072,2991229,3,"Área Marinha, Caatinga",245638,beberibe,116.0,51.41,5963.9,2015.0,2019.0,CEARÁ,Caatinga,3-5 UCs,-4.35,-38.198499999999996,60.0,49.306533433951195,13.942411259551706,3.0,Caatinga,beberibe,1,2,beberibe,"Reserva Extrativista, Área de Proteção Ambiental, Monumento Natural",33.3,66.7,1,1,Próximo
bela vista,MS,Bela Vista,11,2,1399,239,0,2,Cerrado,1638,bela vista,208.0,31.32,6515.4,2015.0,2019.0,MATO GROSSO DO SUL,Cerrado,2 UCs,,,,,,,,bela vista,0,2,bela vista,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
belem,PA,Belém,1436,90,1402632,43143,14230134,2,Amazônia,1445775,belem,23.0,17.4,400.2,2015.0,2019.0,PARÁ,"Amazônia, Caatinga",2 UCs,-3.0156666666666667,-44.07866666666666,60.0,95.55792644584973,94.10370888195972,3.0,"Cerrado, Amazônia",belem,0,2,belem,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
belem do sao francisco,PE,Belém do São Francisco,7,1,7240,0,0,3,Caatinga,7240,belem do sao francisco,6.0,28.83,173.0,2015.0,2018.0,PERNAMBUCO,Caatinga,3-5 UCs,-8.707,-39.227,20.0,71.18337135535056,71.18337135535056,1.0,Caatinga,belem do sao francisco,0,3,belem do sao francisco,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
belmonte,BA,Belmonte,19,6,2236,121,0,3,"Área Marinha, Mata Atlântica",2357,belmonte,416.0,44.35,18451.2,2015.0,2019.0,BAHIA,Mata Atlântica,3-5 UCs,-15.866285714285713,-38.937285714285714,20.0,81.15326679108482,81.15326679108482,1.0,Mata Atlântica,belmonte,0,3,belmonte,"Reserva Extrativista, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
belo horizonte,MG,Belo Horizonte,2323,159,3327794,136312,36981149,5,"Mata Atlântica, Cerrado",3464106,belo horizonte,21.0,20.09,421.8,2015.0,2019.0,MINAS GERAIS,"Mata Atlântica, Cerrado",3-5 UCs,,,,,,,,belo horizonte,1,4,belo horizonte,"Parque, Área de Proteção Ambiental, Floresta, Estação Ecológica",20.0,80.0,1,1,Muito_Distante
belo jardim,PE,Belo Jardim,56,5,84512,132,0,1,Caatinga,84644,belo jardim,31.0,46.49,1441.3,2015.0,2019.0,PERNAMBUCO,Caatinga,1 UC,,,,,,,,belo jardim,0,1,belo jardim,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
bento goncalves,RS,Bento Gonçalves,543,17,164856,6627,7003433,1,Mata Atlântica,171483,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,bento goncalves,1,0,bento goncalves,Reserva Biológica,100.0,0.0,1,0,Muito_Distante
bertioga,SP,Bertioga,202,35,652523,6755,2338332,3,"Mata Atlântica, Área Marinha",659278,,0.0,0.0,0.0,,,,,3-5 UCs,,,,,,,,bertioga,0,3,bertioga,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
blumenau,SC,Blumenau,434,34,491498,17130,6133712,3,Mata Atlântica,508628,blumenau,3.0,9.37,28.1,2017.0,2018.0,SANTA CATARINA,Mata Atlântica,3-5 UCs,,,,,,,,blumenau,0,3,blumenau,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
boa esperanca,MG,Boa Esperança,39,8,31757,171,233476,2,Cerrado,31928,boa esperanca,82.0,38.17,3129.9,2015.0,2019.0,MINAS GERAIS,"Cerrado, Mata Atlântica",2 UCs,-20.184,-43.87433333333333,60.0,81.5193422153705,76.0343526408351,3.0,"Mata Atlântica, Cerrado",boa esperanca,0,1,boa esperanca,Parque,0.0,100.0,0,1,Distante
boa esperanca,MG,Boa Esperança,39,8,31757,171,233476,2,Cerrado,31928,boa esperanca,82.0,38.17,3129.9,2015.0,2019.0,MINAS GERAIS,"Cerrado, Mata Atlântica",2 UCs,-20.184,-43.87433333333333,60.0,81.5193422153705,76.0343526408351,3.0,"Mata Atlântica, Cerrado",boa esperanca,0,1,boa esperanca,Parque,0.0,100.0,0,1,Distante
boa esperanca,MG,Boa Esperança,39,8,31757,171,233476,2,Cerrado,31928,boa esperanca,82.0,38.17,3129.9,2015.0,2019.0,MINAS GERAIS,"Cerrado, Mata Atlântica",2 UCs,-20.184,-43.87433333333333,60.0,81.5193422153705,76.0343526408351,3.0,"Mata Atlântica, Cerrado",boa esperanca,0,1,boa esperanca,Parque,0.0,100.0,0,1,Distante
boa esperanca,MG,Boa Esperança,39,8,31757,171,233476,2,Cerrado,31928,boa esperanca,82.0,38.17,3129.9,2015.0,2019.0,MINAS GERAIS,"Cerrado, Mata Atlântica",2 UCs,-20.184,-43.87433333333333,60.0,81.5193422153705,76.0343526408351,3.0,"Mata Atlântica, Cerrado",boa esperanca,0,1,boa esperanca,Parque,0.0,100.0,0,1,Distante
boa vista,RR,Boa Vista,272,26,475033,9669,2432889,4,"Amazônia, Mata Atlântica",484702,boa vista,556.0,41.83,23258.1,2015.0,2019.0,RORAIMA,Amazônia,3-5 UCs,3.112,-60.745000000000005,40.0,85.18856213829166,73.12995808230052,2.0,Amazônia,boa vista,0,4,boa vista,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
bocaina de minas,MG,Bocaina de Minas,109,27,0,354,815103,7,Mata Atlântica,354,bocaina de minas,22.0,21.7,477.3,2016.0,2019.0,MINAS GERAIS,Mata Atlântica,6+ UCs,,,,,,,,bocaina de minas,0,7,bocaina de minas,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
bodoquena,MS,Bodoquena,4,1,0,119,0,2,Cerrado,119,bodoquena,100.0,25.14,2514.4,2015.0,2019.0,MATO GROSSO DO SUL,Cerrado,2 UCs,-20.362000000000002,-56.692499999999995,120.0,65.24905774551566,6.006476568406793,3.0,"Cerrado, Pantanal",bodoquena,0,2,bodoquena,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Próximo
bofete,SP,Bofete,2,1,6316,61,0,1,Cerrado,6377,bofete,13.0,24.9,323.7,2015.0,2018.0,SÃO PAULO,"Cerrado, Mata Atlântica",1 UC,,,,,,,,bofete,0,1,bofete,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
bom jardim da serra,SC,Bom Jardim da Serra,39,6,14890,192,0,1,Mata Atlântica,15082,bom jardim da serra,192.0,16.71,3208.1,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,-28.31866666666667,-49.644666666666666,40.0,82.59444203645066,68.49763127136627,2.0,Mata Atlântica,bom jardim da serra,0,1,bom jardim da serra,Parque,0.0,100.0,0,1,Distante
bom jesus,PI,Bom Jesus,28,4,42735,0,0,3,"Caatinga, Cerrado, Mata Atlântica",42735,bom jesus,1302.0,41.75,54353.4,2015.0,2019.0,RIO GRANDE DO SUL,"Mata Atlântica, Cerrado, Caatinga",3-5 UCs,-16.76904,-46.461639999999996,60.0,56.96058695938414,7.906724334260273,3.0,Cerrado,bom jesus,0,3,bom jesus,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Próximo
bom retiro,SC,Bom Retiro,1,1,0,597,0,6,Mata Atlântica,597,bom retiro,43.0,15.23,655.0,2016.0,2019.0,SANTA CATARINA,Mata Atlântica,6+ UCs,-27.788,-49.675,60.0,82.9592695204795,64.94275208260554,3.0,Mata Atlântica,bom retiro,0,6,bom retiro,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
bombinhas,SC,Bombinhas,995,132,395872,245813,11468537,1,Área Marinha,641685,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,bombinhas,1,0,bombinhas,Reserva Biológica,100.0,0.0,1,0,Muito_Distante
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
bonito,PE,Bonito,55,8,116617,121,180997,30,Cerrado,116738,bonito,295.0,38.5,11356.8,2015.0,2019.0,BAHIA,"Caatinga, Amazônia, Mata Atlântica, Cerrado",6+ UCs,-11.285,-50.43414285714285,480.0,65.12950259612856,15.020646205374094,6.0,Cerrado,bonito,2,8,bonito,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",20.0,80.0,1,1,Próximo
botucatu,SP,Botucatu,105,11,91630,4123,1422904,4,"Cerrado, Mata Atlântica",95753,botucatu,47.0,55.62,2614.1,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",3-5 UCs,-22.886000000000003,-48.428,20.0,95.14040264476422,95.14040264476422,1.0,Mata Atlântica,botucatu,0,4,botucatu,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Distante
braganca,PA,Bragança,63,11,111766,1016,256369,2,"Amazônia, Área Marinha",112782,braganca,460.0,30.1,13845.3,2015.0,2019.0,PARÁ,Amazônia,2 UCs,-1.1492,-46.789,100.0,78.36701278794138,41.9470535245861,3.0,Amazônia,braganca,1,1,braganca,"Reserva Extrativista, Refúgio de Vida Silvestre",50.0,50.0,1,1,Moderado
braganca paulista,SP,Bragança Paulista,121,14,27414,3086,1532439,7,"Cerrado, Mata Atlântica",30500,braganca paulista,47.0,18.96,891.2,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,braganca paulista,1,6,braganca paulista,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Estação Ecológica",14.3,85.7,1,1,Muito_Distante
brasileia,AC,Brasiléia,22,4,31090,81,0,1,Amazônia,31171,brasileia,2679.0,41.24,110483.2,2015.0,2019.0,ACRE,Amazônia,1 UC,-10.741434782608696,-69.20034782608695,120.0,44.73135000045826,15.193234575594756,4.0,Amazônia,brasileia,0,1,brasileia,Reserva Extrativista,0.0,100.0,0,1,Próximo
brasilia,DF,Brasília,3562,220,4332053,112474,59764674,37,Cerrado,4444527,brasilia,972.0,52.64,51163.4,2015.0,2019.0,DISTRITO FEDERAL,Cerrado,6+ UCs,-15.812882352941177,-47.93505882352941,180.0,59.76679012895858,22.254120172606765,6.0,Cerrado,brasilia,9,28,brasilia,"Área de Proteção Ambiental, Área de Relevante Interesse Ecológico, Floresta, Parque, Reserva Biológica, Reserva Particular do Patrimônio Natural, Estação Ecológica, Monumento Natural, Refúgio de Vida Silvestre",24.3,75.7,1,1,Próximo
brazopolis,MG,Brazópolis,6,3,25587,0,0,1,Mata Atlântica,25587,brazopolis,10.0,25.31,253.1,2015.0,2018.0,MINAS GERAIS,Mata Atlântica,1 UC,-22.514,-45.636,20.0,61.530695593506145,61.530695593506145,1.0,Mata Atlântica,brazopolis,0,1,brazopolis,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
brejo da madre de deus,PE,Brejo da Madre de Deus,19,2,25038,217,0,1,Caatinga,25255,brejo da madre de deus,11.0,35.27,388.0,2015.0,2019.0,PERNAMBUCO,Caatinga,1 UC,,,,,,,,brejo da madre de deus,1,0,brejo da madre de deus,Monumento Natural,100.0,0.0,1,0,Muito_Distante
brejo santo,CE,Brejo Santo,1,2,18126,0,0,1,Caatinga,18126,brejo santo,32.0,73.96,2366.7,2015.0,2019.0,CEARÁ,Caatinga,1 UC,-7.529,-38.89,20.0,15.186439571037655,15.186439571037655,1.0,Caatinga,brejo santo,0,1,brejo santo,Área de Proteção Ambiental,0.0,100.0,0,1,Próximo
breves,PA,Breves,3,1,9322,319,0,1,Amazônia,9641,breves,713.0,19.97,14236.4,2015.0,2019.0,PARÁ,Amazônia,1 UC,-1.3335789473684212,-50.435526315789474,20.0,81.83612094914918,81.83612094914918,1.0,Amazônia,breves,0,1,breves,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
britania,GO,Britânia,13,4,20070,61,0,1,Cerrado,20131,britania,30.0,27.94,838.3,2015.0,2019.0,GOIÁS,Cerrado,1 UC,,,,,,,,britania,0,1,britania,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
brotas,SP,Brotas,227,27,74532,1531,2188140,4,"Mata Atlântica, Cerrado",76063,brotas,37.0,37.38,1383.2,2015.0,2019.0,SÃO PAULO,Cerrado,3-5 UCs,-22.261,-47.956,20.0,52.2028503221996,52.2028503221996,1.0,Cerrado,brotas,2,2,brotas,"Estação Ecológica, Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",50.0,50.0,1,1,Distante
brumadinho,MG,Brumadinho,127,14,13569,777,1254518,4,Mata Atlântica,14346,brumadinho,114.0,28.04,3196.1,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,,,,,,,,brumadinho,0,4,brumadinho,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
brusque,SC,Brusque,148,9,87413,1135,1991248,2,Mata Atlântica,88548,brusque,7.0,10.9,76.3,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,2 UCs,,,,,,,,brusque,0,2,brusque,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
